EAR,Yaw,Label
0.31870480991076194,-1.1903255300902256,9.51804475544855,0
0.40394365691302325,-6.642359003055418,9.543071333763425,0
0.2857142857142857,-13.916451291692063,-6.956305381981609,0
0.2596811294016723,-3.70255942991138,5.24444792359434,0
0.29953523924572845,-11.625292049867758,-0.35158233832915897,0
0.4053698327967127,-3.4517773502318114,4.957975101575469,0
0.26567251360995225,0.18311087665625614,7.944538274615638,0
0.2220928021583005,-13.96391694814688,-6.46320569558279,0
0.4940858543733275,-0.10801742377488743,3.5683485050710235,0
0.20078490590899287,5.2938542266773325,-3.1977840449164603,0
0.320478297741519,-8.759206895038377,-8.989201322043286,0
0.38678107247039334,12.418276940347486,-3.680480809076199,0
0.22438094276466425,1.403168789735485,-1.7690797345254783,0
0.1695362926264431,5.569984211651622,-5.206849453458087,0
0.1824839252950538,3.009157484673999,-8.744423437960185,0
0.44285714285714284,7.714906070091885,-3.425099292655201,0
0.4241013214144046,3.4936442770731055,7.676060953040963,0
0.2914303266864542,-10.22406216523826,-0.049003062112745965,0
0.34149691351165035,-5.376550836768736,8.28257999728558,0
0.31300905973000914,2.8732508009527606,-7.078395755600308,0
0.32379800773849887,-0.21283334954727628,0.49927647386086704,0
0.4357388321059432,-13.009237384819235,2.989709270297034,0
0.3144826934508837,-3.1566643661267513,-9.330407268344747,0
0.32182691979867517,-9.278874229972931,-0.9669305008374156,0
0.2980215584894246,-3.6841475449928645,-4.522956351158878,0
0.30150283239582454,-3.271384936522516,-3.121416902166853,0
0.32042995798062,6.046508526588642,-2.0716733817444517,0
0.25737712429686843,9.906823795334049,6.966824298315974,0
0.3680055785314984,-1.4142576353105358,-3.092235549828894,0
0.167554832712006,14.670760303977854,9.849840250298016,0
0.382825365722841,-2.922466847115853,7.14424960540202,0
0.37337373121270684,8.398397359459434,7.284475777246104,0
0.36035338488423196,-8.464668881411269,8.224016693545021,0
0.167554832712006,-1.6505660011314678,-9.09097702945733,0
0.04975185951049946,10.679391682387049,5.604150168596014,0
0.25659420217000456,-5.881669290904739,-3.9577682188209096,0
0.22353845361020738,-3.643558949913558,2.3948072303092864,0
0.1736111111111111,-2.8822892014441255,-7.305986436876946,0
0.31103716235705814,5.3585538413302345,0.9027051775844885,0
0.4412217897354025,-3.737385178865768,-3.0303153066207456,0
0.33302669529663687,-0.5463453943737182,9.65226103717714,0
0.3792412472118426,10.753782329891543,-9.463023777257384,0
0.3276751006228924,6.118506033579301,-1.1034493277631832,0
0.4023689270621825,1.6485993096071994,-2.9067652343958166,0
0.2889729108306507,-1.2376561108316082,-2.6775508148363603,0
0.3627828018048507,3.808621781818548,-2.2612938874322586,0
0.3742553242054869,8.999521950580139,-7.777954054951241,0
0.24336655831269965,5.308858928942641,0.1658783548017837,0
0.24847093366840473,-8.119366290529342,-7.183150072759137,0
0.29270949829087345,7.825006082580302,-2.7379029529538794,0
0.4654000860624914,-13.12771736051093,5.247995737324445,0
0.40904749228449233,8.181432725792018,1.230109252699794,0
0.3842043870819899,11.89875672522404,5.6218198970466755,0
0.225,-5.164701184347292,8.563909981868992,0
0.3862617485538993,-13.959252274996775,9.610538536065526,0
0.2442688479731059,-0.2555621026353627,-3.840633919775067,0
0.1860955007467102,13.820723070382282,8.153090037923434,0
0.28942031586814154,-13.051684028971913,-3.2878376513941143,0
0.33832044887492274,-11.8775159943654,-5.802295832726205,0
0.42826015431619135,5.231106695246659,-8.73540943591827,0
